index,nmod,symbol,smod,cplx_index,z_time_phase,z_time_norm,z_time,z_carrier,zeta_symbol,psi_v,psi_v_z,z_log_scat,z_carrier_information,z_time_norm_phase,is_symbol_prime,is_n_prime,is_symbol_fibo,is_n_fibo
63,24,24,24,(-0.03838516657287698-0.034006290166194615j),(-228.9598212190485-114.51375579964767j),(32+55.42562584220407j),(-0.2086442697410027-0.13772279660333547j),(23.524641413298053+5.689273698945525j),(-0.7485107481711013-0.663122658240795j),(-0.11323624138998711-0.10031855599027412j),(23.44979033848094+5.6229614331214455j),(-0.4507807037491488-0.3993568553079232j),8.58849800490154,(-38.236697867098016-51.32207065405928j),0,0,0,0
64,25,25,25,(-0.032433096184378354-0.039723331375777125j),(-211.86877502948704-150.7037563151782j),(32.5+56.29165124598851j),(-0.22735352781675708-0.10397294546791999j),(26.088817316972875+4.385124045766881j),(-0.6324453755953777-0.7746049618276541j),(-0.09567763374391614-0.11718382755854254j),(26.025572779413338+4.307663549584116j),(-0.38227491090641497-0.46820176760969523j),8.58849800490154,(-29.92996699233636-57.69919475900549j),0,0,0,0
65,26,26,26,(-0.02564102564102571-0.04441155916843271j),(-189.01625154905418-184.30642053478408j),(33+57.157676649772945j),(-0.24064599246044316-0.06774589517253655j),(28.09541961975674+2.9158951933636152j),(-0.5000000000000004-0.8660254037844384j),(-0.07564102564102576-0.13101409954687654j),(28.04541961975674+2.8292926529851714j),(-0.3033044595228889-0.525338734055861j),8.58849800490154,(-20.555388220462934-62.717429914705875j),0,0,0,0
66,27,27,27,(-0.01818486600218134-0.04794955090694434j),(-160.80082912867596-214.399378150988j),(33.5+58.023702053557386j),(-0.24820496511070886-0.029904770428675474j),(29.474339606896677+1.3130489902679745j),(-0.3546048870425359-0.9350162426854147j),(-0.05364535470643493-0.1414511751754858j),(29.438879118192425+1.219547365999433j),(-0.21586440731972112-0.5691876633312972j),8.58849800490154,(-10.337684634803393-66.19767576275876j),0,0,0,0
67,28,28,28,(-0.01025772788595106-0.05024567446370602j),(-127.76933756386943-240.12287766576927j),(34+58.88972745734183j),(-0.24985035006462672+0.008648848049507682j),(30.169429770303676-0.3872409456751479j),(-0.20002569377604457-0.9797906520422677j),(-0.03026029726355552-0.14822473966793281j),(30.149427200926073-0.48522001087937466j),(-0.12218618424149891-0.5985075160522821j),8.58849800490154,(0.46839833037892314-67.99838676765859j),0,1,0,0
68,29,29,29,(-0.0020649200056110455-0.05124046144469587j),(-90.60681769834846-260.70367198522206j),(34.5+59.75575286112626j),(-0.2455429453335706+0.04699640408494182j),(30.140396539695793-2.144903073911851j),(-0.040265940109415144-0.9991889981715696j),(-0.006091514016552561-0.15115936126185284j),(30.13636994568485-2.244821973729008j),(-0.024680134287396138-0.6124312157211257j),8.58849800490154,(11.584429658016212-68.02059239302802j),1,0,0,0
69,30,30,30,(0.006181368218221644-0.0509081473896438j),(-50.1226289997832-275.477262332393j),(35+60.6217782649107j),(-0.23538537664708395+0.08422425102493004j),(29.36432573672372-3.916912203078857j),(0.12053668025532233-0.9927088740980541j),(0.018235036243753878-0.15017903479944922j),(29.376379404749255-4.016183090488663j),(0.07412701021948254-0.6104908538991245j),8.58849800490154,(22.715465467935324-66.21183903634626j),0,0,0,0
70,31,31,31,(0.01426756225212569-0.049257339058019114j),(-7.23297822951658-283.90787947137244j),(35.5+61.48780366869514j),(-0.21961965235170539+0.11944541975695867j),(27.83679093557866-5.6583419394858305j),(0.2782174639164521-0.9605181116313725j),(0.042089308643770904-0.14530915022115637j),(27.864612681970303-5.754393750648968j),(0.1716580886455992-0.5926324711292563j),8.58849800490154,(33.557872946528846-62.56891531187523j),1,0,0,0
71,32,32,32,(0.02198423391810531-0.04633079151848116j),(37.05975770361361-285.6056273236741j),(36+62.35382907247958j),(-0.19862139746031773+0.15182075112088764j),(25.57250492301591-7.323499585403206j),(0.4286925614030538-0.9034504346103824j),(0.06485349005841069-0.1366758349795194j),(25.615374179156216-7.413844628864244j),(0.26535317447818024-0.5592199687882171j),8.58849800490154,(43.8075979904779-57.13925409300215j),0,1,0,0
72,33,33,33,(0.029131525473392542-0.04220430081505935j),(81.69044950732491-280.34027619892794j),(36.5+63.21985447626402j),(-0.17289090422821501+0.18057888922891893j),(22.605485727839113-8.867114910795058j),(0.5680647467311556-0.8229838658936566j),(0.0859380001465081-0.12450268740442502j),(22.66229220251223-8.949413297384424j),(0.35273715534849315-0.5110279935931691j),8.58849800490154,(53.16865181598161-50.0209402557659j),0,0,0,0
73,34,34,34,(0.035524325821005086-0.036984740889426396j),(125.5568270115675-268.0512697056056j),(37+64.08587988004845j),(-0.1430412124796831+0.20503465934407814j),(18.98872095667793-10.24555209001395j),(0.6927243535095993-0.7212024473438147j),(0.10479676117196501-0.10910498562380787j),(19.05799339202889-10.317672334748332j),(0.43148544005022677-0.4492239283646524j),8.58849800490154,(61.361580632580434-41.361291351592456j),0,1,0,0
74,35,35,35,(0.0409970647899231-0.03080729560194768j),(167.54666862739938-248.85359919410533j),(37.5+64.9519052838329j),(-0.10978350367632186+0.22460539245652816j),(14.79332712038437-11.418012751331206j),(0.7994427634035006-0.6007422642379796j),(0.12094134113027316-0.09088152202574565j),(14.873271396724721-11.478086977755003j),(0.4994860436892102-0.37533941212208694j),8.58849800490154,(68.1316778618129-31.354018430404395j),0,0,0,0
75,36,36,36,(0.04540800131554918-0.02383195754070616j),(206.56589886286363-223.03930018491627j),(38+65.81793068761733j),(-0.07391015671957972+0.23882480761781671j),(10.107213931402526-12.347697582885974j),(0.8854560256532096-0.4647231720437692j),(0.13395360388087013-0.07030427474508308j),(10.195759533967847-12.39416990009035j),(0.5548963903940733-0.2912320919712934j),8.58849800490154,(73.25670054846802-20.235014819665157j),0,0,0,0
76,37,37,37,(0.04864289445882796-0.01623938429751145j),(241.5668863789343-191.07443420088165j),(38.5+66.68395609140177j),(-0.036275869190125425+0.2473541212806063j),(5.033276850129902-13.002894302775404j),(0.9485364419471454-0.31666799380147304j),(0.1434965386535425-0.047906183677658754j),(5.128130494324617-13.034561102155552j),(0.596193305688629-0.19903857108824358j),8.58849800490154,(76.55386062853245-8.276860689126952j),1,0,0,0
77,38,38,38,(0.05061796218655962-0.008226219531167268j),(271.5762152120338-153.59153404763916j),(39+67.54998149518622j),(0.0022227061815214993+0.24999011895919135j),(-0.312845895049151-13.357961039749735j),(0.9870502626379128-0.16041128085776063j),(0.1493229884503509-0.02426734761694333j),(-0.2141408687853597-13.374002167835512j),(0.6222148443100028-0.10111975440615818j),8.58849800490154,(77.88587745036256+4.217830459737521j),0,0,0,0
78,0,0,0,(0.07692307692307693-3.7681439973764714e-17j),(295.7212005296433-111.37760797084177j),(39.5+68.41600689897065j),(0.04066832464345608+0.2466699969000982j),(-5.805403342853356-13.394176267092973j),(1+0j),(0.17692307692307693-3.7681439973764714e-17j),(-5.705403342853356-13.394176267092973j),(0.6321928094887364+0j),8.58849800490154,(77.16590006701476+16.924061771556946j),0,0,0,0
79,1,1,1,(0.07592694327983947+0.012339329296750695j),(313.2544379811618-65.3579152444939j),(40+69.28203230275508j),(0.07814500316442106+0.23747285840792964j),(-11.311489208049949-13.100429345250127j),(0.9870502626379128+0.16041128085776024j),(0.17463196954363075+0.028380457382526716j),(-11.212784181786157-13.084388217164351j),(0.6257750610432241+0.10169834594087976j),8.58849800490154,(74.3611358129002+29.502906307945214j),0,1,0,0
80,2,2,2,(0.07296434168824202+0.024359076446266975j),(323.5757122269266-16.57583955150327j),(40.5+70.14805770653953j),(0.11375984411481989+0.22261782917585884j),(-16.69425712384982-12.473729395550937j),(0.9485364419471455+0.3166679938014725j),(0.16781798588295657+0.056025875826414225j),(-16.599403479655106-12.44206259617079j),(0.603036975795438+0.20132332387909385j),8.58849800490154,(69.49505485563283+41.610543743293775j),1,0,0,0
81,3,3,3,(0.06811200197332387+0.03574793631105906j),(326.25064495012913+33.83070601723828j),(41+71.01408311032397j),(0.14666430892832008+0.20245883652381852j),(-21.816315953087614-11.51951456373108j),(0.8854560256532099+0.4647231720437685j),(0.15665760453864486+0.08222025351543591j),(-21.72777035052229-11.473042246526704j),(0.5644817078262947+0.2962628546439645j),8.58849800490154,(62.648077923553956+52.90763964196752j),1,0,0,0
82,4,4,4,(0.06149559718488479+0.04621094340292136j),(321.0255344708143+84.65581030105392j),(41.5+71.8801085141084j),(0.1760744348901176+0.17747617693123127j),(-26.543221059685226-10.251748634358204j),(0.7994427634035012+0.6007422642379788j),(0.1414398735252349+0.10628516982671925j),(-26.463276783344877-10.191674407934407j),(0.51102919050186+0.3840135242287995j),8.58849800490154,(53.95669526298832+63.068811914424025j),0,0,0,0
83,5,5,5,(0.05328648873150768+0.05547711133413955j),(307.8379264170119+134.65441344149977j),(42+72.74613391789285j),(0.20128951337837617+0.14826507277135953j),(-30.74697316854696-8.692797305436988j),(0.6927243535095995+0.7212024473438144j),(0.12255892408246763+0.127597356068521j),(-30.677700733195998-8.620677060702606j),(0.44399411926262766+0.4622468429125773j),8.58849800490154,(43.611007977473356+71.79192143402163j),1,1,0,0
84,6,6,6,(0.043697288210088996+0.06330645122258889j),(286.8225557655572+182.57278412762898j),(42.5+73.61215932167728j),(0.22170878454188064+0.11552149088789476j),(-34.30943440785603-6.873082092260825j),(0.5680647467311559+0.8229838658936564j),(0.10050376288320459+0.14560483781195455j),(-34.252627933182914-6.790783705671459j),(0.3650534460307201+0.5288712211080882j),8.58849800490154,(31.850727062857903+78.80692346213822j),0,0,0,0
85,7,7,7,(0.032976350877158035+0.06949618727772171j),(258.3124125616203+227.179879207194j),(43+74.47818472546172j),(0.2368457506561921+0.08002556089216041j),(-37.12557141535811-4.830515656379173j),(0.42869256140305423+0.9034504346103822j),(0.07584560701746346+0.15984123073875994j),(-37.0827021592178-4.740170612918135j),(0.276204195021054+0.5820880101494669j),8.58849800490154,(18.959709446586036+83.88402361416037j),1,0,0,0
86,8,8,8,(0.02140134337818874+0.07388600858702862j),(222.83480405211617+267.29880303333755j),(43.5+75.34421012924616j),(0.24633976713656705+0.042622988246976586j),(-39.10643803293002-2.609728197937066j),(0.27821746391645275+0.9605181116313722j),(0.049223089769834014+0.16993781975016586j),(-39.07861628653838-2.5136763867739287j),(0.17971266832790164+0.6204401060545476j),8.58849800490154,(5.259152920649587+86.84089653243569j),0,0,0,0
87,9,9,9,(0.009272052327332678+0.07636222108446568j),(181.1024118536262+301.8375662849135j),(44+76.2102355330306j),(0.24996463504688748+0.0042049049782781j),(-40.181815083787164-0.2611002532947136j),(0.12053668025532323+0.992708874098054j),(0.021325720352865+0.17563310849427108j),(-40.169761415761634-0.1618293658849082j),(0.0780563409987104+0.6428518043213781j),8.58849800490154,(-8.900388200741867+87.54874693492803j),0,0,0,0
88,10,10,10,(-0.003097380008416493+0.07686069216704383j),(133.99947096199614+329.8183466423679j),(44.5+77.07626093681503j),(0.24763399038445974-0.03431336192023883j),(-40.30243193507082+2.16037734842836j),(-0.0402659401094149+0.9991889981715697j),(-0.007123974019357984+0.1767795919842008j),(-40.306458529081766+2.260296248245517j),(-0.02614005679759304+0.6486588191598651j),8.58849800490154,(-23.14796873734534+85.93702079624856j),0,0,0,0
89,11,11,11,(-0.015386591828926384+0.07536851169555908j),(82.56332463122676+350.40447689183236j),(45+77.94228634059948j),(0.23940336173870658-0.07201409853775856j),(-39.44170384645191+4.596390644400488j),(-0.20002569377604434+0.9797906520422677j),(-0.03538916120653082+0.17334757689978586j),(-39.46170641582951+4.694369709604715j),(-0.13017261378577671+0.6376276353877456j),8.58849800490154,(-37.10197041521462+81.99660841344911j),1,1,0,0
90,12,12,12,(-0.027277299003271943+0.07192432636041654j),(27.96173211061824+362.9244295130517j),(45.5+78.80831174438391j),(0.22546884729916672-0.10799906896628803j),(-37.59693028713605+6.986706694085256j),(-0.35460488704253545+0.9350162426854148j),(-0.0627377877075255+0.16542595062895804j),(-37.6323907758403+7.080208318353797j),(-0.2313286950542579+0.6099636389077944j),8.58849800490154,(-50.38031717758707+75.7814201574878j),0,0,0,0
91,13,13,13,(-0.03846153846153839+0.06661733875264918j),(-28.53357830301497+366.89212980006226j),(46+79.67433714816835j),(0.20616244273364406-0.14141091614899085j),(-34.789912211302436+9.270660924954475j),(-0.4999999999999998+0.8660254037844387j),(-0.08846153846153837+0.15321987913109306j),(-34.83991221130243+9.357263465332919j),(-0.3269579405554014+0.5663077649800403j),8.58849800490154,(-62.61091474601623+67.40825880162653j),1,0,0,0
92,14,14,14,(-0.048649644276567365+0.05958499706366584j),(-85.57651355805993+362.0230107703752j),(46.5+80.5403625519528j),(0.18194413125177578-0.1714535887726955j),(-31.066960411240714+11.388690985900938j),(-0.6324453755953772+0.7746049618276546j),(-0.11189418183610508+0.13704549324643128j),(-31.13020494880025+11.466151482083704j),(-0.4145419408172536+0.5077217047249728j),8.58849800490154,(-73.44202973987242+57.05495830940258j),0,0,0,0
93,15,15,15,(-0.05757774985931543+0.05100943524929199j),(-141.7786887137265+348.2453207533681j),(47+81.40638795573723j),(0.15339092431157828-0.19741130752527747j),(-26.498282174825146+13.283878455230969j),(-0.7485107481711009+0.6631226582407955j),(-0.13242882467642553+0.11732170107337153j),(-26.573133249642257+13.350190721055048j),(-0.49176075367679006+0.4356620115254617j),8.58849800490154,(-82.55232000870546+44.956806616798936j),0,0,0,0
94,16,16,16,(-0.06501462196490723+0.041112755855984805j),(-195.7432041901526+325.70630637642284j),(47.5+82.27241335952166j),(0.12118311407875224-0.2186656188388475j),(-21.176749185261954+14.903458750161853j),(-0.8451900855437946+0.5344658261278012j),(-0.1495336305192867+0.09455933846876494j),(-21.261268193816335+14.956905332774634j),(-0.5565545019287194+0.3519437422968525j),8.58849800490154,(-89.66023216038545+31.40131794918412j),0,0,0,0
95,17,17,17,(-0.07076764951221723+0.030151277681544277j),(-246.09930600626012+294.77301705420246j),(48+83.13843876330611j),(0.08608806517968283-0.23471012980614767j),(-15.21606552050894+16.20025959914691j),(-0.9199794436588242+0.39196660986007514j),(-0.16276559387809966+0.06934793866755179j),(-15.308063464874822+16.23945626013292j),(-0.6071784144752044+0.2586945462124062j),8.58849800490154,(-94.53249459028092+16.72146723641432j),1,0,0,0
96,18,18,18,(-0.07468783210969629+0.018408897252889155j),(-291.537070366845+256.02760906183j),(48.5+84.00446416709055j),(0.048941931916438926-0.24516257320457105j),(-8.748370330063459+17.134029484462214j),(-0.9709418174260519+0.2393156642875581j),(-0.1717820138523015+0.042340463681644964j),(-8.845464511806064+17.15796105089097j),(-0.6422498397791218+0.1583003680413881j),8.58849800490154,(-96.9914544210408+1.287543898721042j),0,0,0,0
97,19,19,19,(-0.07667363908724692+0.006189736055132916j),(-330.8412379585599+210.25716460098934j),(49+84.87048957087498j),(0.010629736538815698-0.2497739151735332j),(-1.9213248793909374+17.67261953101967j),(-0.9967573081342099+0.08046656871672608j),(-0.1763493699006679+0.014236392926805525j),(-2.0210006102043585+17.680666187891344j),(-0.6607859659292256+0.05334415800173189j),8.58849800490154,(-96.92103421567072-14.502176614727688j),1,1,0,0
98,20,20,20,(-0.07667363908724693-0.006189736055132685j),(-362.9233293012466+158.43818052760804j),(49.5+85.73651497465941j),(-0.027935716783036482-0.24843428855095256j),(5.105252242099917+17.792985372211245j),(-0.99675730813421-0.08046656871672539j),(-0.17634936990066796-0.014236392926805223j),(5.005576511286496+17.78493871533957j),(-0.6622312211350664-0.05346083106385492j),8.58849800490154,(-94.27111848315957-30.23170884905545j),0,0,0,0
99,21,21,21,(-0.07468783210969634-0.018408897252888932j),(-386.8512006738616+101.71601907856822j),(50+86.60254037844386j),(-0.06583558990191757-0.2411756105046j),(12.16312523437927+17.481979502364315j),(-0.9709418174260521-0.23931566428755743j),(-0.17178201385230157-0.04234046368164468j),(12.066031052636665+17.458047935935557j),(-0.6464735957870037-0.15934143039617885j),8.58849800490154,(-89.06022001324378-45.4783158350502j),0,0,0,0
100,22,22,22,(-0.07076764951221733-0.030151277681544065j),(-401.87525012637207+41.37974547850539j),(50.5+87.4685657822283j),(-0.10216690239892705-0.22817082209215117j),(19.079669022999628+16.73690944069725j),(-0.9199794436588242-0.3919666098600749j),(-0.16276559387809975-0.06934793866755155j),(18.987671078633745+16.697712779711242j),(-0.6138494153961976-0.2615367940837018j),8.58849800490154,(-81.37632093578175-59.823861384539626j),0,0,0,0
101,23,23,23,(-0.06501462196490727-0.04111275585598472j),(-407.4505539711116-21.16709872973364j),(51+88.33459118601273j),(-0.13606404547176373-0.209729767867744j),(25.682088582795405+15.565842572983629j),(-0.845190085543795-0.5344658261278007j),(-0.14953363051928678-0.0945593384687648j),(25.597569574241025+15.512395990370848j),(-0.5651363952558616-0.3573706028164954j),8.58849800490154,(-71.37583193081096-72.86625155848618j),1,1,0,0
102,24,24,24,(-0.05757774985931549-0.051009435249291926j),(-403.2543044432102-84.43912569432928j),(51.5+89.20061658979718j),(-0.16671940542854463-0.18629181370514528j),(31.801726585494887+13.987644673351676j),(-0.7485107481711013-0.663122658240795j),(-0.13242882467642564-0.11732170107337142j),(31.726875510677775+13.921332407527597j),(-0.5015351146501152-0.4443213397275924j),8.58849800490154,(-59.28066392773901-84.2306528781917j),0,0,0,0
